fecha_dia,anyo,mes,ciudad,total_envios,envios_entregados,envios_incidencias,envios_devueltos,pct_sla_cumplido,pct_incidencia,tiempo_medio_transito_h,facturacion_total
2024-03-10,2024,3,Sevilla,2,2,0,0,50.0,0.0,19.7,25.65
2024-03-10,2024,3,Valencia,4,4,0,0,50.0,0.0,20.03,36.51
2024-03-11,2024,3,Barcelona,8,8,0,0,62.5,0.0,20.33,87.68
2024-03-11,2024,3,Bilbao,3,2,1,0,33.33,33.33,16.22,41.12
2024-03-11,2024,3,Madrid,15,14,1,0,66.67,6.67,19.42,195.24
2024-03-11,2024,3,Sevilla,3,3,0,0,0.0,0.0,29.87,33.45
2024-03-11,2024,3,Valencia,5,5,0,0,40.0,0.0,26.83,59.52
2024-03-12,2024,3,Barcelona,13,10,2,1,23.08,15.38,22.89,119.42
2024-03-12,2024,3,Bilbao,2,2,0,0,100.0,0.0,9.21,26.15
2024-03-12,2024,3,Madrid,13,11,2,0,69.23,15.38,16.33,134.04
2024-03-12,2024,3,Sevilla,5,3,2,0,0.0,40.0,30.7,63.85
2024-03-12,2024,3,Valencia,4,4,0,0,75.0,0.0,17.93,38.46
2024-03-13,2024,3,Barcelona,8,5,1,2,50.0,12.5,14.99,74.61
2024-03-13,2024,3,Bilbao,1,1,0,0,100.0,0.0,23.27,6.13
2024-03-13,2024,3,Madrid,11,10,0,1,54.55,0.0,19.27,116.79
2024-03-13,2024,3,Sevilla,2,2,0,0,50.0,0.0,21.96,17.98
2024-03-13,2024,3,Valencia,9,7,1,1,22.22,11.11,26.41,113.42
2024-03-14,2024,3,Barcelona,6,5,1,0,66.67,16.67,13.99,71.5
2024-03-14,2024,3,Madrid,24,22,2,0,50.0,8.33,22.4,273.73
2024-03-14,2024,3,Sevilla,6,3,2,1,50.0,33.33,16.28,66.24
2024-03-14,2024,3,Valencia,7,6,1,0,42.86,14.29,19.08,81.48
2024-03-15,2024,3,Barcelona,4,2,1,1,25.0,25.0,18.59,19.54
2024-03-15,2024,3,Bilbao,2,1,1,0,50.0,50.0,17.08,27.98
2024-03-15,2024,3,Madrid,17,13,3,1,47.06,17.65,21.35,165.66
2024-03-15,2024,3,Sevilla,5,4,1,0,80.0,20.0,13.7,38.37
2024-03-15,2024,3,Valencia,4,4,0,0,100.0,0.0,13.24,45.88
2024-03-16,2024,3,Barcelona,7,4,3,0,42.86,42.86,15.48,79.67
2024-03-16,2024,3,Bilbao,1,0,1,0,0.0,100.0,,15.0
2024-03-16,2024,3,Madrid,9,8,1,0,22.22,11.11,22.95,91.6
2024-03-16,2024,3,Sevilla,1,0,1,0,0.0,100.0,,7.53
2024-03-16,2024,3,Valencia,5,4,1,0,40.0,20.0,20.8,27.52
2024-03-17,2024,3,Barcelona,5,4,0,1,60.0,0.0,18.77,46.6
2024-03-17,2024,3,Bilbao,1,1,0,0,100.0,0.0,18.2,6.56
2024-03-17,2024,3,Madrid,5,4,1,0,60.0,20.0,16.66,53.1
2024-03-17,2024,3,Sevilla,1,1,0,0,100.0,0.0,7.92,10.23
2024-03-17,2024,3,Valencia,4,4,0,0,50.0,0.0,25.15,46.12
2024-03-18,2024,3,Barcelona,8,7,0,1,62.5,0.0,19.08,75.94
2024-03-18,2024,3,Bilbao,1,1,0,0,0.0,0.0,26.55,4.07
2024-03-18,2024,3,Madrid,7,7,0,0,71.43,0.0,14.01,72.83
2024-03-18,2024,3,Sevilla,9,6,1,2,55.56,11.11,19.4,94.19
2024-03-18,2024,3,Valencia,6,5,1,0,33.33,16.67,23.38,59.43
2024-03-19,2024,3,Barcelona,4,3,1,0,50.0,25.0,21.98,45.82
2024-03-19,2024,3,Bilbao,3,3,0,0,33.33,0.0,26.92,27.21
2024-03-19,2024,3,Madrid,16,12,3,1,62.5,18.75,14.62,166.2
2024-03-19,2024,3,Sevilla,8,8,0,0,62.5,0.0,20.99,86.07
2024-03-19,2024,3,Valencia,8,7,0,1,62.5,0.0,21.4,92.52
2024-03-20,2024,3,Barcelona,8,6,1,1,75.0,12.5,11.69,92.12
2024-03-20,2024,3,Bilbao,3,1,1,1,33.33,33.33,22.37,35.46
2024-03-20,2024,3,Madrid,12,12,0,0,58.33,0.0,20.48,140.14
2024-03-20,2024,3,Sevilla,1,1,0,0,100.0,0.0,6.07,6.44
2024-03-20,2024,3,Valencia,9,9,0,0,66.67,0.0,18.77,68.28
2024-03-21,2024,3,Barcelona,6,6,0,0,16.67,0.0,28.57,86.95
2024-03-21,2024,3,Bilbao,4,4,0,0,50.0,0.0,22.42,53.7
2024-03-21,2024,3,Madrid,14,8,5,1,21.43,35.71,24.26,127.73
2024-03-21,2024,3,Valencia,7,6,1,0,71.43,14.29,13.69,68.01
2024-03-22,2024,3,Barcelona,9,8,0,1,66.67,0.0,20.45,99.49
2024-03-22,2024,3,Bilbao,1,0,0,1,0.0,0.0,,17.48
2024-03-22,2024,3,Madrid,14,10,4,0,57.14,28.57,17.72,155.91
2024-03-22,2024,3,Sevilla,2,1,0,1,50.0,0.0,8.38,29.27
2024-03-22,2024,3,Valencia,7,5,1,1,42.86,14.29,20.45,97.04
2024-03-23,2024,3,Barcelona,3,3,0,0,66.67,0.0,20.8,37.64
2024-03-23,2024,3,Madrid,8,6,1,1,37.5,12.5,24.01,83.29
2024-03-23,2024,3,Valencia,4,4,0,0,25.0,0.0,25.08,43.06
2024-03-24,2024,3,Barcelona,4,4,0,0,50.0,0.0,20.08,42.88
2024-03-24,2024,3,Bilbao,1,1,0,0,100.0,0.0,13.5,10.86
2024-03-24,2024,3,Madrid,8,5,0,3,37.5,0.0,20.53,73.62
2024-03-24,2024,3,Sevilla,1,1,0,0,100.0,0.0,7.32,16.56
2024-03-24,2024,3,Valencia,2,2,0,0,0.0,0.0,32.38,21.77
2024-03-25,2024,3,Barcelona,15,13,1,1,40.0,6.67,24.06,161.23
2024-03-25,2024,3,Bilbao,3,2,1,0,66.67,33.33,13.83,33.55
2024-03-25,2024,3,Madrid,10,9,1,0,50.0,10.0,20.96,82.05
2024-03-25,2024,3,Sevilla,5,4,1,0,60.0,20.0,19.8,66.22
2024-03-25,2024,3,Valencia,8,6,1,1,50.0,12.5,19.62,108.46
2024-03-26,2024,3,Barcelona,9,8,1,0,55.56,11.11,20.25,110.79
2024-03-26,2024,3,Bilbao,4,3,1,0,25.0,25.0,26.16,32.83
2024-03-26,2024,3,Madrid,10,9,1,0,50.0,10.0,21.08,125.99
2024-03-26,2024,3,Sevilla,11,7,2,2,63.64,18.18,16.67,142.42
2024-03-26,2024,3,Valencia,4,4,0,0,25.0,0.0,29.19,37.56
2024-03-27,2024,3,Barcelona,11,9,2,0,63.64,18.18,18.52,127.39
2024-03-27,2024,3,Bilbao,2,2,0,0,100.0,0.0,18.41,11.07
2024-03-27,2024,3,Madrid,18,16,1,1,50.0,5.56,22.91,187.0
2024-03-27,2024,3,Sevilla,3,2,1,0,66.67,33.33,18.79,47.35
2024-03-27,2024,3,Valencia,2,2,0,0,0.0,0.0,35.33,26.69
2024-03-28,2024,3,Barcelona,9,7,2,0,22.22,22.22,26.51,84.23
2024-03-28,2024,3,Bilbao,5,5,0,0,40.0,0.0,26.27,62.61
2024-03-28,2024,3,Madrid,17,15,2,0,58.82,11.76,19.88,184.18
2024-03-28,2024,3,Sevilla,4,4,0,0,75.0,0.0,17.69,43.19
2024-03-28,2024,3,Valencia,8,7,0,1,62.5,0.0,17.43,81.82
2024-03-29,2024,3,Barcelona,8,8,0,0,50.0,0.0,23.43,75.76
2024-03-29,2024,3,Bilbao,4,3,1,0,75.0,25.0,17.03,38.96
2024-03-29,2024,3,Madrid,16,16,0,0,75.0,0.0,19.34,176.67
2024-03-29,2024,3,Sevilla,3,3,0,0,66.67,0.0,21.87,20.3
2024-03-29,2024,3,Valencia,7,7,0,0,57.14,0.0,21.53,73.45
2024-03-30,2024,3,Barcelona,9,8,1,0,55.56,11.11,21.38,89.93
2024-03-30,2024,3,Bilbao,2,1,0,1,50.0,0.0,13.72,27.75
2024-03-30,2024,3,Madrid,11,6,4,1,45.45,36.36,17.59,96.54
2024-03-30,2024,3,Sevilla,3,3,0,0,100.0,0.0,11.29,39.91
2024-03-30,2024,3,Valencia,1,1,0,0,100.0,0.0,18.28,16.1
2024-03-31,2024,3,Barcelona,5,5,0,0,80.0,0.0,19.97,53.53
2024-03-31,2024,3,Bilbao,3,2,1,0,33.33,33.33,22.92,35.24
2024-03-31,2024,3,Madrid,9,8,0,1,77.78,0.0,12.79,123.72
2024-03-31,2024,3,Sevilla,2,2,0,0,50.0,0.0,25.62,31.86
2024-03-31,2024,3,Valencia,3,2,0,1,33.33,0.0,22.63,36.48
2024-04-01,2024,4,Barcelona,12,9,2,1,33.33,16.67,24.7,130.28
2024-04-01,2024,4,Bilbao,6,5,1,0,83.33,16.67,9.69,73.49
2024-04-01,2024,4,Madrid,21,18,1,2,52.38,4.76,20.51,221.21
2024-04-01,2024,4,Sevilla,6,5,1,0,66.67,16.67,16.29,59.92
2024-04-01,2024,4,Valencia,8,8,0,0,37.5,0.0,22.29,76.69
2024-04-02,2024,4,Barcelona,4,4,0,0,100.0,0.0,14.35,56.03
2024-04-02,2024,4,Bilbao,2,2,0,0,50.0,0.0,19.93,17.17
2024-04-02,2024,4,Madrid,15,15,0,0,80.0,0.0,15.87,152.62
2024-04-02,2024,4,Sevilla,3,3,0,0,100.0,0.0,13.07,28.17
2024-04-02,2024,4,Valencia,7,6,1,0,57.14,14.29,18.45,63.22
2024-04-03,2024,4,Barcelona,8,6,0,2,75.0,0.0,13.7,82.5
2024-04-03,2024,4,Bilbao,4,4,0,0,25.0,0.0,25.62,36.46
2024-04-03,2024,4,Madrid,9,8,1,0,66.67,11.11,18.92,87.91
2024-04-03,2024,4,Sevilla,3,2,0,1,33.33,0.0,26.0,44.14
2024-04-03,2024,4,Valencia,2,1,1,0,50.0,50.0,4.65,30.76
2024-04-04,2024,4,Barcelona,13,12,1,0,53.85,7.69,19.7,131.88
2024-04-04,2024,4,Bilbao,1,1,0,0,100.0,0.0,11.45,13.21
2024-04-04,2024,4,Madrid,21,17,2,2,52.38,9.52,19.15,252.84
2024-04-04,2024,4,Sevilla,3,2,1,0,66.67,33.33,11.84,25.85
2024-04-04,2024,4,Valencia,6,5,1,0,66.67,16.67,18.17,84.26
2024-04-05,2024,4,Barcelona,9,5,3,1,22.22,33.33,23.31,92.55
2024-04-05,2024,4,Bilbao,2,2,0,0,100.0,0.0,19.0,25.21
2024-04-05,2024,4,Madrid,19,16,2,1,52.63,10.53,20.41,230.59
2024-04-05,2024,4,Sevilla,6,6,0,0,50.0,0.0,19.87,58.28
2024-04-05,2024,4,Valencia,6,4,2,0,33.33,33.33,22.45,68.17
2024-04-06,2024,4,Barcelona,7,5,2,0,57.14,28.57,17.83,51.32
2024-04-06,2024,4,Bilbao,1,1,0,0,0.0,0.0,28.97,3.84
2024-04-06,2024,4,Madrid,9,8,0,1,44.44,0.0,24.33,101.95
2024-04-06,2024,4,Sevilla,2,2,0,0,50.0,0.0,23.8,8.64
2024-04-06,2024,4,Valencia,3,3,0,0,0.0,0.0,30.38,33.91
2024-04-07,2024,4,Barcelona,6,5,0,1,66.67,0.0,17.12,72.51
2024-04-07,2024,4,Madrid,4,3,1,0,75.0,25.0,14.53,42.8
2024-04-07,2024,4,Sevilla,4,4,0,0,25.0,0.0,21.14,31.06
2024-04-07,2024,4,Valencia,2,2,0,0,100.0,0.0,17.17,23.21
2024-04-08,2024,4,Barcelona,10,9,1,0,60.0,10.0,19.44,127.03
2024-04-08,2024,4,Bilbao,2,2,0,0,100.0,0.0,15.85,29.87
2024-04-08,2024,4,Madrid,20,16,3,1,55.0,15.0,17.77,200.87
2024-04-08,2024,4,Sevilla,3,1,2,0,0.0,66.67,27.22,32.77
2024-04-08,2024,4,Valencia,5,5,0,0,40.0,0.0,24.34,54.38
2024-04-09,2024,4,Barcelona,12,10,1,1,41.67,8.33,22.4,127.47
2024-04-09,2024,4,Bilbao,6,4,2,0,33.33,33.33,21.81,59.87
2024-04-09,2024,4,Madrid,12,11,0,1,58.33,0.0,21.71,151.45
2024-04-09,2024,4,Sevilla,3,2,1,0,33.33,33.33,21.85,44.58
2024-04-09,2024,4,Valencia,13,12,1,0,46.15,7.69,22.13,114.04
2024-04-10,2024,4,Barcelona,10,9,1,0,60.0,10.0,20.89,133.84
2024-04-10,2024,4,Bilbao,3,3,0,0,0.0,0.0,28.38,37.53
2024-04-10,2024,4,Madrid,20,16,2,2,55.0,10.0,18.4,221.22
2024-04-10,2024,4,Sevilla,4,1,2,1,0.0,50.0,32.57,46.87
2024-04-10,2024,4,Valencia,1,1,0,0,0.0,0.0,34.65,10.79
2024-04-11,2024,4,Barcelona,13,12,0,1,61.54,0.0,16.16,156.0
2024-04-11,2024,4,Bilbao,2,2,0,0,100.0,0.0,16.46,25.87
2024-04-11,2024,4,Madrid,19,16,3,0,63.16,15.79,20.47,244.55
2024-04-11,2024,4,Sevilla,4,3,1,0,25.0,25.0,22.32,39.63
2024-04-11,2024,4,Valencia,7,6,1,0,71.43,14.29,17.26,61.14
2024-04-12,2024,4,Barcelona,7,5,1,1,71.43,14.29,14.51,67.52
2024-04-12,2024,4,Bilbao,3,2,0,1,33.33,0.0,19.91,42.82
2024-04-12,2024,4,Madrid,11,9,1,1,63.64,9.09,13.89,121.74
2024-04-12,2024,4,Sevilla,6,5,1,0,16.67,16.67,24.03,60.34
2024-04-12,2024,4,Valencia,12,11,1,0,58.33,8.33,18.81,147.03
2024-04-13,2024,4,Barcelona,7,5,1,1,42.86,14.29,19.56,97.25
2024-04-13,2024,4,Bilbao,3,3,0,0,66.67,0.0,14.14,13.21
2024-04-13,2024,4,Madrid,13,11,1,1,46.15,7.69,21.73,131.47
2024-04-13,2024,4,Sevilla,3,1,2,0,33.33,66.67,19.82,37.68
2024-04-13,2024,4,Valencia,5,5,0,0,80.0,0.0,15.77,52.47
2024-04-14,2024,4,Barcelona,4,4,0,0,75.0,0.0,18.64,37.16
2024-04-14,2024,4,Bilbao,2,1,1,0,50.0,50.0,7.75,18.13
2024-04-14,2024,4,Madrid,5,5,0,0,80.0,0.0,20.28,58.88
2024-04-14,2024,4,Sevilla,1,1,0,0,0.0,0.0,34.68,15.15
2024-04-15,2024,4,Barcelona,10,8,2,0,40.0,20.0,21.81,70.5
2024-04-15,2024,4,Bilbao,3,3,0,0,66.67,0.0,17.6,34.7
2024-04-15,2024,4,Madrid,25,21,3,1,40.0,12.0,23.62,266.96
2024-04-15,2024,4,Sevilla,8,7,0,1,50.0,0.0,23.93,87.87
2024-04-15,2024,4,Valencia,5,4,1,0,0.0,20.0,33.39,55.12
2024-04-16,2024,4,Barcelona,9,7,1,1,44.44,11.11,23.91,83.71
2024-04-16,2024,4,Bilbao,2,2,0,0,50.0,0.0,26.79,22.61
2024-04-16,2024,4,Madrid,13,12,1,0,61.54,7.69,20.21,138.98
2024-04-16,2024,4,Sevilla,5,5,0,0,80.0,0.0,15.68,64.79
2024-04-16,2024,4,Valencia,3,1,2,0,33.33,66.67,14.73,30.38
2024-04-17,2024,4,Barcelona,8,6,2,0,37.5,25.0,24.28,98.22
2024-04-17,2024,4,Bilbao,3,3,0,0,100.0,0.0,16.03,26.66
2024-04-17,2024,4,Madrid,18,17,1,0,44.44,5.56,22.35,209.6
2024-04-17,2024,4,Sevilla,9,6,3,0,55.56,33.33,13.83,96.85
2024-04-17,2024,4,Valencia,7,7,0,0,71.43,0.0,19.92,84.77
2024-04-18,2024,4,Barcelona,7,6,0,1,42.86,0.0,23.01,99.67
2024-04-18,2024,4,Bilbao,3,2,1,0,0.0,33.33,29.8,25.89
2024-04-18,2024,4,Madrid,9,8,0,1,22.22,0.0,28.23,111.64
2024-04-18,2024,4,Sevilla,7,7,0,0,42.86,0.0,24.48,103.58
2024-04-18,2024,4,Valencia,6,5,0,1,50.0,0.0,24.09,70.21
2024-04-19,2024,4,Barcelona,17,16,0,1,82.35,0.0,15.5,192.5
2024-04-19,2024,4,Bilbao,5,5,0,0,60.0,0.0,25.24,58.46
2024-04-19,2024,4,Madrid,22,20,2,0,68.18,9.09,19.84,241.73
2024-04-19,2024,4,Sevilla,6,5,1,0,50.0,16.67,19.47,48.59
2024-04-19,2024,4,Valencia,10,9,0,1,80.0,0.0,15.01,112.63
2024-04-20,2024,4,Barcelona,4,3,0,1,0.0,0.0,31.59,54.7
2024-04-20,2024,4,Bilbao,2,1,1,0,50.0,50.0,17.28,25.78
2024-04-20,2024,4,Madrid,18,14,3,1,33.33,16.67,23.37,188.87
2024-04-20,2024,4,Sevilla,2,2,0,0,0.0,0.0,30.07,24.33
2024-04-20,2024,4,Valencia,5,5,0,0,60.0,0.0,18.28,52.25
2024-04-21,2024,4,Barcelona,4,4,0,0,50.0,0.0,21.68,53.9
2024-04-21,2024,4,Madrid,8,5,3,0,25.0,37.5,19.46,98.46
2024-04-21,2024,4,Sevilla,5,3,2,0,20.0,40.0,21.61,69.46
2024-04-21,2024,4,Valencia,4,4,0,0,50.0,0.0,26.94,51.9
2024-04-22,2024,4,Barcelona,5,4,0,1,40.0,0.0,21.19,32.42
2024-04-22,2024,4,Madrid,14,9,5,0,35.71,35.71,20.63,140.14
2024-04-22,2024,4,Sevilla,6,5,1,0,33.33,16.67,26.32,52.41
2024-04-22,2024,4,Valencia,5,4,1,0,60.0,20.0,23.78,46.01
2024-04-23,2024,4,Barcelona,12,11,1,0,66.67,8.33,19.98,134.61
2024-04-23,2024,4,Bilbao,2,2,0,0,50.0,0.0,19.38,17.45
2024-04-23,2024,4,Madrid,16,15,1,0,81.25,6.25,12.83,163.8
2024-04-23,2024,4,Sevilla,6,6,0,0,66.67,0.0,16.09,60.05
2024-04-23,2024,4,Valencia,9,7,1,1,66.67,11.11,15.62,95.59
2024-04-24,2024,4,Barcelona,10,6,2,2,50.0,20.0,20.12,105.36
2024-04-24,2024,4,Bilbao,2,2,0,0,100.0,0.0,18.27,24.48
2024-04-24,2024,4,Madrid,23,21,1,1,56.52,4.35,20.17,243.22
2024-04-24,2024,4,Sevilla,7,7,0,0,57.14,0.0,23.54,47.39
2024-04-24,2024,4,Valencia,6,5,0,1,16.67,0.0,28.77,67.71
2024-04-25,2024,4,Barcelona,10,8,2,0,40.0,20.0,21.01,111.77
2024-04-25,2024,4,Bilbao,2,2,0,0,100.0,0.0,18.13,12.99
2024-04-25,2024,4,Madrid,16,12,3,1,43.75,18.75,20.42,146.1
2024-04-25,2024,4,Sevilla,6,4,1,1,50.0,16.67,18.01,45.85
2024-04-25,2024,4,Valencia,4,4,0,0,50.0,0.0,25.19,47.97
2024-04-26,2024,4,Barcelona,15,12,3,0,53.33,20.0,19.58,144.13
2024-04-26,2024,4,Bilbao,4,4,0,0,50.0,0.0,23.38,32.19
2024-04-26,2024,4,Madrid,26,23,1,2,65.38,3.85,18.47,267.76
2024-04-26,2024,4,Sevilla,9,7,1,1,55.56,11.11,22.54,100.84
2024-04-26,2024,4,Valencia,5,5,0,0,20.0,0.0,25.44,39.55
2024-04-27,2024,4,Barcelona,8,6,1,1,25.0,12.5,24.71,83.65
2024-04-27,2024,4,Madrid,6,5,1,0,66.67,16.67,21.8,48.74
2024-04-27,2024,4,Sevilla,1,1,0,0,0.0,0.0,32.23,14.55
2024-04-27,2024,4,Valencia,2,2,0,0,100.0,0.0,5.77,24.53
2024-04-28,2024,4,Barcelona,4,4,0,0,50.0,0.0,21.17,36.06
2024-04-28,2024,4,Madrid,11,10,1,0,54.55,9.09,19.14,105.17
2024-04-28,2024,4,Sevilla,2,2,0,0,50.0,0.0,24.43,31.27
2024-04-28,2024,4,Valencia,1,1,0,0,100.0,0.0,17.8,9.89
2024-04-29,2024,4,Barcelona,9,8,1,0,55.56,11.11,22.3,99.6
2024-04-29,2024,4,Bilbao,3,3,0,0,100.0,0.0,15.29,25.67
2024-04-29,2024,4,Madrid,19,17,1,1,63.16,5.26,17.99,222.14
2024-04-29,2024,4,Sevilla,3,2,1,0,66.67,33.33,11.34,31.95
2024-04-29,2024,4,Valencia,5,5,0,0,40.0,0.0,21.68,54.16
2024-04-30,2024,4,Barcelona,12,8,2,2,58.33,16.67,17.52,117.11
2024-04-30,2024,4,Bilbao,2,2,0,0,100.0,0.0,9.51,16.98
2024-04-30,2024,4,Madrid,21,17,2,2,57.14,9.52,17.0,212.17
2024-04-30,2024,4,Sevilla,3,2,1,0,33.33,33.33,20.22,36.21
2024-04-30,2024,4,Valencia,9,8,1,0,55.56,11.11,19.0,73.81
2024-05-01,2024,5,Barcelona,6,5,1,0,50.0,16.67,19.38,74.85
2024-05-01,2024,5,Bilbao,4,4,0,0,100.0,0.0,10.88,42.09
2024-05-01,2024,5,Madrid,12,12,0,0,83.33,0.0,16.66,128.0
2024-05-01,2024,5,Sevilla,9,7,1,1,55.56,11.11,17.18,84.02
2024-05-01,2024,5,Valencia,9,9,0,0,33.33,0.0,24.14,91.14
2024-05-02,2024,5,Barcelona,17,13,4,0,41.18,23.53,22.07,173.98
2024-05-02,2024,5,Bilbao,4,4,0,0,75.0,0.0,17.51,37.75
2024-05-02,2024,5,Madrid,20,19,0,1,60.0,0.0,19.89,214.41
2024-05-02,2024,5,Sevilla,14,13,1,0,50.0,7.14,22.37,143.06
2024-05-02,2024,5,Valencia,7,7,0,0,71.43,0.0,23.2,87.49
2024-05-03,2024,5,Barcelona,12,11,1,0,50.0,8.33,21.09,138.54
2024-05-03,2024,5,Bilbao,5,4,0,1,40.0,0.0,23.61,47.72
2024-05-03,2024,5,Madrid,25,21,3,1,48.0,12.0,22.68,297.25
2024-05-03,2024,5,Sevilla,7,6,1,0,28.57,14.29,22.55,67.25
2024-05-03,2024,5,Valencia,9,8,1,0,33.33,11.11,23.9,103.39
2024-05-04,2024,5,Barcelona,7,4,2,1,0.0,28.57,31.02,77.49
2024-05-04,2024,5,Bilbao,2,2,0,0,50.0,0.0,28.55,29.82
2024-05-04,2024,5,Madrid,17,14,2,1,35.29,11.76,23.86,193.33
2024-05-04,2024,5,Sevilla,3,1,1,1,33.33,33.33,7.13,45.32
2024-05-04,2024,5,Valencia,2,2,0,0,50.0,0.0,14.48,20.35
2024-05-05,2024,5,Barcelona,3,2,1,0,33.33,33.33,26.38,46.92
2024-05-05,2024,5,Bilbao,1,1,0,0,0.0,0.0,32.02,5.95
2024-05-05,2024,5,Madrid,7,7,0,0,42.86,0.0,24.41,86.72
2024-05-05,2024,5,Sevilla,3,2,1,0,33.33,33.33,18.96,35.6
2024-05-05,2024,5,Valencia,1,0,1,0,0.0,100.0,,9.34
2024-05-06,2024,5,Barcelona,16,15,1,0,62.5,6.25,18.67,183.0
2024-05-06,2024,5,Bilbao,5,4,1,0,40.0,20.0,25.79,38.94
2024-05-06,2024,5,Madrid,16,15,1,0,43.75,6.25,25.66,192.64
2024-05-06,2024,5,Sevilla,4,4,0,0,100.0,0.0,14.95,49.42
2024-05-06,2024,5,Valencia,1,1,0,0,0.0,0.0,35.3,9.83
2024-05-07,2024,5,Barcelona,13,12,1,0,76.92,7.69,16.04,123.49
2024-05-07,2024,5,Bilbao,7,7,0,0,28.57,0.0,25.83,80.82
2024-05-07,2024,5,Madrid,13,12,0,1,23.08,0.0,25.65,151.24
2024-05-07,2024,5,Sevilla,4,3,1,0,25.0,25.0,23.84,47.39
2024-05-07,2024,5,Valencia,7,6,0,1,57.14,0.0,23.75,94.71
2024-05-08,2024,5,Barcelona,14,13,1,0,64.29,7.14,18.43,134.68
2024-05-08,2024,5,Bilbao,4,4,0,0,50.0,0.0,24.48,37.42
2024-05-08,2024,5,Madrid,13,8,4,1,46.15,30.77,19.19,124.89
2024-05-08,2024,5,Sevilla,8,7,1,0,50.0,12.5,20.84,68.48
2024-05-08,2024,5,Valencia,5,3,1,1,40.0,20.0,18.29,59.13
2024-05-09,2024,5,Barcelona,10,8,1,1,40.0,10.0,20.61,126.21
2024-05-09,2024,5,Bilbao,3,3,0,0,33.33,0.0,22.8,40.0
2024-05-09,2024,5,Madrid,13,9,1,3,46.15,7.69,16.81,143.66
2024-05-09,2024,5,Sevilla,5,2,2,1,20.0,40.0,26.62,45.67
2024-05-09,2024,5,Valencia,8,5,2,1,37.5,25.0,20.54,102.05
2024-05-10,2024,5,Barcelona,14,12,2,0,42.86,14.29,22.7,149.31
2024-05-10,2024,5,Bilbao,1,1,0,0,100.0,0.0,17.22,6.6
2024-05-10,2024,5,Madrid,14,12,0,2,64.29,0.0,19.4,116.04
2024-05-10,2024,5,Sevilla,4,3,1,0,25.0,25.0,19.85,37.28
2024-05-10,2024,5,Valencia,5,5,0,0,60.0,0.0,22.28,67.55
2024-05-11,2024,5,Barcelona,7,5,1,1,57.14,14.29,18.28,64.77
2024-05-11,2024,5,Madrid,17,15,1,1,58.82,5.88,20.36,204.29
2024-05-11,2024,5,Sevilla,2,2,0,0,100.0,0.0,16.43,27.07
2024-05-11,2024,5,Valencia,2,1,0,1,0.0,0.0,28.63,25.41
2024-05-12,2024,5,Barcelona,5,5,0,0,40.0,0.0,24.31,41.31
2024-05-12,2024,5,Bilbao,2,2,0,0,100.0,0.0,14.39,24.29
2024-05-12,2024,5,Madrid,6,5,1,0,50.0,16.67,18.44,39.11
2024-05-12,2024,5,Sevilla,2,2,0,0,100.0,0.0,9.82,18.17
2024-05-12,2024,5,Valencia,5,5,0,0,60.0,0.0,21.44,38.12
2024-05-13,2024,5,Barcelona,15,13,0,2,33.33,0.0,23.29,165.69
2024-05-13,2024,5,Bilbao,1,1,0,0,0.0,0.0,30.3,9.46
2024-05-13,2024,5,Madrid,17,17,0,0,41.18,0.0,21.85,184.03
2024-05-13,2024,5,Sevilla,3,2,1,0,33.33,33.33,20.0,29.41
2024-05-13,2024,5,Valencia,4,4,0,0,50.0,0.0,24.65,53.45
2024-05-14,2024,5,Barcelona,11,10,1,0,27.27,9.09,25.11,127.24
2024-05-14,2024,5,Bilbao,5,2,2,1,20.0,40.0,28.26,50.15
2024-05-14,2024,5,Madrid,13,10,3,0,46.15,23.08,23.6,157.48
2024-05-14,2024,5,Sevilla,6,4,1,1,33.33,16.67,22.7,50.13
2024-05-14,2024,5,Valencia,9,8,1,0,33.33,11.11,24.22,90.6
2024-05-15,2024,5,Barcelona,11,10,1,0,54.55,9.09,20.89,108.78
2024-05-15,2024,5,Bilbao,3,3,0,0,66.67,0.0,23.64,29.44
2024-05-15,2024,5,Madrid,15,12,2,1,60.0,13.33,16.24,172.14
2024-05-15,2024,5,Sevilla,4,4,0,0,100.0,0.0,12.91,49.57
2024-05-15,2024,5,Valencia,6,5,1,0,50.0,16.67,21.43,71.67
2024-05-16,2024,5,Barcelona,17,16,0,1,58.82,0.0,18.5,204.57
2024-05-16,2024,5,Bilbao,5,4,0,1,40.0,0.0,24.47,40.56
2024-05-16,2024,5,Madrid,19,16,2,1,42.11,10.53,21.97,220.51
2024-05-16,2024,5,Sevilla,3,2,1,0,33.33,33.33,22.51,20.26
2024-05-16,2024,5,Valencia,3,3,0,0,100.0,0.0,18.17,30.94
2024-05-17,2024,5,Barcelona,23,18,4,1,60.87,17.39,18.61,269.41
2024-05-17,2024,5,Bilbao,5,3,0,2,40.0,0.0,16.43,51.67
2024-05-17,2024,5,Madrid,23,19,2,2,56.52,8.7,18.37,268.58
2024-05-17,2024,5,Sevilla,2,2,0,0,50.0,0.0,23.74,19.08
2024-05-17,2024,5,Valencia,7,7,0,0,42.86,0.0,21.3,80.9
2024-05-18,2024,5,Barcelona,6,5,1,0,33.33,16.67,24.02,54.17
2024-05-18,2024,5,Bilbao,2,2,0,0,50.0,0.0,20.84,24.59
2024-05-18,2024,5,Madrid,8,5,1,2,12.5,12.5,24.7,101.7
