tracking_id,fecha_recogida,fecha_entrega,ciudad,codigo_postal,peso_kg,estado,repartidor_id,cliente_tipo,importe_envio
RPX-2024-008028,2024-10-26 11:43:03,2024-10-27 14:44:03,Barcelona,08033,16.86,ENTREGADO,REP-110,PARTICULAR,16.28
RPX-2024-007873,2024-01-04 14:27:08,2024-01-05 07:39:08,Madrid,28051,10.17,ENTREGADO,REP-010,PARTICULAR,16.58
RPX-2024-014259,2024-12-17 15:18:57,2024-12-18 16:40:57,Barcelona,08029,5.4,ENTREGADO,REP-048,PARTICULAR,5.74
RPX-2024-014539,2024-06-10 09:10:45,2024-06-11 20:21:45,Barcelona,08001,23.77,ENTREGADO,REP-176,PARTICULAR,4.86
RPX-2024-002719,2024-06-20 09:34:35,2024-06-21 15:23:35,Sevilla,41001,7.93,ENTREGADO,REP-163,PARTICULAR,7.1
RPX-2024-012980,09/10/2024 14:01:41,2024-10-10 14:58:41,Barcelona,08042,20.88,ENTREGADO,REP-051,EMPRESA,9.44
RPX-2024-008587,2024-05-02 18:17:56,2024-05-04 05:57:56,Madrid,28045,3.29,ENTREGADO,REP-039,PARTICULAR,8.7
RPX-2024-011392,2024-06-04 17:39:40,2024-06-05 02:45:40,valencia,46012,1.99,ENTREGADO,REP-203,PARTICULAR,7.46
RPX-2024-007485,2024-08-01 09:01:18,2024-08-01 17:03:18,Valencia,46009,17.79,ENTREGADO,REP-179,EMPRESA,10.82
RPX-2024-014532,2024-05-02 12:23:02,2024-05-03 03:07:02,Madrid,28031,11.44,ENTREGADO,REP-215,EMPRESA,4.02
RPX-2024-010652,2024-03-04 10:20:23,2024-03-05 02:47:23,Madrid,28001,2.28,ENTREGADO,REP-107,PARTICULAR,14.91
RPX-2024-005749,2024-05-28 18:32:29,2024-05-30 03:20:29,Sevilla,41002,1.81,ENTREGADO,REP-131,PARTICULAR,17.17
RPX-2024-001141,2024-10-31 15:24:20,,Barcelona,08013,1.1,INCIDENCIA,REP-005,PARTICULAR,11.78
RPX-2024-007416,2024-03-31 18:04:18,2024-04-01 16:54:18,Madrid,28038,14.78,ENTREGADO,REP-024,EMPRESA,4.84
RPX-2024-002324,2024-11-17 13:42:59,2024-11-18 06:54:59,Bilbao,48003,9.6,ENTREGADO,REP-016,PARTICULAR,14.76
RPX-2024-004097,2024-12-12 11:54:34,2024-12-13 14:09:34,Valencia,46011,21.8,ENTREGADO,REP-003,PARTICULAR,12.12
RPX-2024-005928,2024-10-27 18:09:53,2024-10-29 01:02:53,BILBAO,48014,17.15,ENTREGADO,REP-129,PARTICULAR,5.96
RPX-2024-010926,2024-11-21 15:13:28,,Madrid,28029,8.37,INCIDENCIA,REP-035,PARTICULAR,5.22
RPX-2024-007455,2024-10-15 16:27:43,,Madrid,28052,15.11,DEVUELTO,REP-047,PARTICULAR,12.6
RPX-2024-012236,2024-01-15 08:57:55,2024-01-15 14:43:55,  Madrid  ,28010,1.2,ENTREGADO,REP-206,PARTICULAR,15.99
RPX-2024-004568,2024-01-03 12:11:47,2024-01-04 12:40:47,Madrid,28045,22.05,ENTREGADO,REP-046,PARTICULAR,6.7
RPX-2024-000737,2024-05-23 10:48:37,2024-05-23 22:21:37,Sevilla,41014,13.28,ENTREGADO,REP-250,PARTICULAR,13.09
RPX-2024-006292,2024-03-02 13:42:58,2024-03-02 22:55:58,Valencia,46023,11.85,ENTREGADO,REP-028,PARTICULAR,15.2
RPX-2024-007440,2024-09-11 16:03:52,2024-09-12 04:07:52,Valencia,46014,2.62,ENTREGADO,REP-129,PARTICULAR,16.64
RPX-2024-012158,2024-08-24 12:49:54,2024-08-24 22:01:54,Sevilla,41002,11.28,ENTREGADO,REP-085,EMPRESA,12.55
RPX-2024-011212,2024-09-09 11:22:11,,Madrid,28051,3.27,INCIDENCIA,REP-015,EMPRESA,14.25
RPX-2024-009706,2024-05-22 10:08:09,2024-05-22 18:01:09,Sevilla,41001,4.74,ENTREGADO,REP-205,PARTICULAR,15.87
RPX-2024-013337,2024-06-17 12:29:18,2024-06-17 20:47:18,Sevilla,41018,1.16,ENTREGADO,REP-247,PARTICULAR,6.41
RPX-2024-007590,2024-07-22 09:23:11,2024-07-23 09:29:11,Madrid,28023,21.19,ENTREGADO,REP-126,PARTICULAR,10.71
RPX-2024-004409,2024-07-12 14:11:53,,Bilbao,48009,8.62,INCIDENCIA,REP-067,PARTICULAR,14.76
RPX-2024-014662,2024-03-31 18:28:38,2024-03-31 22:35:38,Barcelona,08038,18.13,ENTREGADO,REP-017,PARTICULAR,14.85
RPX-2024-004044,2024-06-14 13:28:19,2024-06-15 13:47:19,Barcelona,08019,17.78,ENTREGADO,REP-217,PARTICULAR,5.17
RPX-2024-004497,2024-10-11 18:09:15,2024-10-12 12:27:15,Madrid,28008,1.88,ENTREGADO,REP-060,PARTICULAR,17.39
RPX-2024-012790,2024-04-10 08:55:18,2024-04-11 05:50:18,MADRID,28051,11.53,ENTREGADO,REP-216,PARTICULAR,5.72
RPX-2024-013860,16/12/2024 15:21:25,2024-12-17 03:45:25,MADRID,28028,15.03,ENTREGADO,REP-187,EMPRESA,7.29
RPX-2024-013986,2024-04-06 13:13:22,2024-04-07 15:08:22,Barcelona,08019,16.22,ENTREGADO,REP-224,PARTICULAR,7.83
RPX-2024-007892,30/01/2024 09:42:12,2024-01-31 08:27:12,Madrid,28003,17.32,ENTREGADO,REP-121,EMPRESA,16.29
RPX-2024-009348,30/08/2024 08:40:25,,Madrid,28049,10.23,INCIDENCIA,REP-123,EMPRESA,14.82
RPX-2024-006991,2024-02-04 16:44:01,2024-02-05 18:09:01,Madrid,28003,19.56,ENTREGADO,REP-145,PARTICULAR,15.97
RPX-2024-000752,2024-06-27 17:33:44,2024-06-29 03:09:44,Madrid,28040,24.21,ENTREGADO,REP-249,EMPRESA,7.68
RPX-2024-012307,2024-10-28 11:37:43,,Madrid,28046,0.24,INCIDENCIA,REP-229,PARTICULAR,7.93
RPX-2024-012494,2024-03-08 12:12:22,2024-03-09 13:34:22,Barcelona,08011,0.99,ENTREGADO,REP-138,PARTICULAR,13.12
RPX-2024-008269,2024-07-18 08:30:49,2024-07-19 02:40:49,Barcelona,08028,22.26,ENTREGADO,REP-028,EMPRESA,7.45
RPX-2024-002518,2024-08-08 14:38:35,2024-08-09 17:14:35,Madrid,28040,16.42,ENTREGADO,REP-071,PARTICULAR,5.55
RPX-2024-004982,2024-12-05 14:40:32,2024-12-06 16:39:32,Barcelona,08008,12.67,ENTREGADO,REP-058,EMPRESA,3.79
RPX-2024-007070,2024-02-01 14:02:32,2024-02-02 09:24:32,Barcelona,08020,2.26,ENTREGADO,REP-245,EMPRESA,10.03
RPX-2024-000213,2024-07-17 09:06:54,2024-07-17 21:48:54,Valencia,46002,16.25,ENTREGADO,REP-245,PARTICULAR,16.47
RPX-2024-009022,25/04/2024 13:22:32,2024-04-26 15:34:32,Madrid,28043,2.88,ENTREGADO,REP-226,PARTICULAR,17.05
RPX-2024-003959,2024-11-19 16:17:51,2024-11-20 20:31:51,Sevilla,41017,21.55,ENTREGADO,REP-152,EMPRESA,5.05
RPX-2024-002012,2024-12-23 14:57:50,2024-12-24 23:10:50,Bilbao,48013,21.46,ENTREGADO,REP-037,PARTICULAR,15.71
RPX-2024-008539,2024-07-17 10:16:51,2024-07-17 14:28:51,Barcelona,08011,17.87,ENTREGADO,REP-015,EMPRESA,16.9
RPX-2024-014829,2024-05-04 17:29:09,2024-05-04 22:09:09,Madrid,28024,14.58,ENTREGADO,REP-130,PARTICULAR,14.14
RPX-2024-004426,2024-11-28 11:41:45,2024-11-29 09:58:45,Madrid,28018,11.46,ENTREGADO,REP-138,EMPRESA,15.05
RPX-2024-003735,2024-03-22 18:21:59,2024-03-24 02:54:59,Barcelona,08028,6.39,ENTREGADO,REP-123,EMPRESA,11.57
RPX-2024-014717,2024-12-04 14:20:21,2024-12-05 10:06:21,Sevilla,41017,23.84,ENTREGADO,REP-153,PARTICULAR,15.86
RPX-2024-008137,2024-04-10 14:31:22,2024-04-11 21:50:22,Madrid,28040,8.1,ENTREGADO,REP-186,PARTICULAR,13.7
RPX-2024-011556,26/07/2024 08:28:39,2024-07-27 17:42:39,Barcelona,08040,0.89,ENTREGADO,REP-053,EMPRESA,12.62
RPX-2024-009903,09/02/2024 18:36:11,2024-02-10 07:10:11,Barcelona,08009,0.76,ENTREGADO,REP-081,PARTICULAR,8.79
RPX-2024-001200,2024-05-30 10:13:52,2024-05-30 20:34:52,Madrid,28052,,ENTREGADO,REP-153,PARTICULAR,5.35
RPX-2024-013525,2024-11-18 10:57:33,2024-11-19 08:02:33,Madrid,28041,22.94,ENTREGADO,REP-197,PARTICULAR,4.16
RPX-2024-011312,13/12/2024 13:08:50,2024-12-15 01:13:50,Valencia,46025,23.35,ENTREGADO,REP-051,PARTICULAR,17.66
RPX-2024-000204,2024-10-28 08:40:46,,Madrid,28045,7.94,INCIDENCIA,REP-079,PARTICULAR,10.8
RPX-2024-005229,2024-10-08 16:04:20,2024-10-08 20:50:20,Barcelona,08030,11.78,ENTREGADO,REP-099,EMPRESA,15.86
RPX-2024-010864,2024-10-07 18:34:36,2024-10-09 04:17:36,Barcelona,08032,,ENTREGADO,REP-159,PARTICULAR,15.64
RPX-2024-003161,2024-04-04 15:22:40,,Sevilla,41006,20.77,DEVUELTO,REP-130,EMPRESA,9.35
RPX-2024-004813,2024-02-12 16:45:19,2024-02-13 12:54:19,Barcelona,08013,22.67,ENTREGADO,REP-092,EMPRESA,13.52
RPX-2024-014537,2024-09-14 14:22:36,2024-09-16 00:04:36,Sevilla,41018,6.78,ENTREGADO,REP-109,PARTICULAR,7.2
RPX-2024-013387,2024-01-04 12:24:35,2024-01-06 00:43:35,Barcelona,08020,19.59,ENTREGADO,REP-077,PARTICULAR,15.24
RPX-2024-010839,2024-06-11 15:01:06,2024-06-12 19:26:06,Barcelona,08041,18.78,ENTREGADO,REP-236,EMPRESA,12.78
RPX-2024-002411,2024-04-12 13:10:44,,Madrid,28048,22.44,INCIDENCIA,REP-242,PARTICULAR,17.03
RPX-2024-005122,15/06/2024 11:26:24,,Valencia,46011,10.59,DEVUELTO,REP-097,PARTICULAR,12.31
RPX-2024-001935,2024-10-24 09:55:33,2024-10-24 15:08:33,Madrid,28042,5.91,ENTREGADO,REP-075,PARTICULAR,5.44
RPX-2024-014402,2024-09-23 14:01:33,2024-09-24 11:53:33,Sevilla,41006,21.74,ENTREGADO,REP-137,EMPRESA,9.89
RPX-2024-009852,2024-03-22 11:06:14,2024-03-22 15:53:14,Madrid,28055,12.69,ENTREGADO,REP-209,PARTICULAR,15.12
RPX-2024-000372,2024-09-12 13:14:11,2024-09-13 08:59:11,Barcelona,08001,12.64,ENTREGADO,REP-094,PARTICULAR,11.42
RPX-2024-002166,2024-11-08 12:55:31,2024-11-09 01:05:31,Bilbao,48005,0.89,ENTREGADO,REP-063,PARTICULAR,13.1
RPX-2024-010410,2024-07-04 18:51:07,2024-07-05 15:15:07,Sevilla,41015,3.34,ENTREGADO,REP-047,PARTICULAR,10.09
RPX-2024-006041,05/01/2024 10:43:58,,Valencia,46025,2.93,INCIDENCIA,REP-152,EMPRESA,8.8
RPX-2024-010955,2024-03-07 18:43:54,2024-03-08 01:11:54,Sevilla,41013,11.59,ENTREGADO,REP-108,PARTICULAR,4.94
RPX-2024-000680,2024-06-18 18:21:08,2024-06-20 05:55:08,Sevilla,41008,13.44,ENTREGADO,REP-099,PARTICULAR,15.41
RPX-2024-005412,2024-05-10 17:39:10,2024-05-11 15:36:10,Barcelona,08009,17.99,ENTREGADO,REP-202,EMPRESA,16.41
RPX-2024-011553,2024-12-29 09:28:58,2024-12-29 19:37:58,Barcelona,8042,4.75,ENTREGADO,REP-057,PARTICULAR,12.82
RPX-2024-008374,2024-11-15 17:47:13,2024-11-16 19:22:13,Madrid,28028,18.57,ENTREGADO,REP-031,EMPRESA,9.85
RPX-2024-009986,2024-07-18 08:55:10,2024-07-19 11:07:10,Madrid,28040,"14,3",ENTREGADO,REP-034,PARTICULAR,6.03
RPX-2024-001399,2024-05-13 11:27:44,2024-05-14 01:31:44,Bilbao,48002,8.94,ENTREGADO,REP-134,EMPRESA,14.89
RPX-2024-002648,2024-11-06 16:38:45,2024-11-07 19:23:45,Sevilla,41010,17.99,ENTREGADO,REP-223,PARTICULAR,16.96
RPX-2024-005516,2024-07-01 09:34:30,2024-07-02 00:29:30,barcelona,08029,19.67,ENTREGADO,REP-065,PARTICULAR,12.95
RPX-2024-010467,26/02/2024 15:28:29,2024-02-27 11:12:29,Madrid,28028,2.33,ENTREGADO,REP-124,PARTICULAR,10.9
RPX-2024-004185,14/06/2024 17:07:15,2024-06-15 18:19:15,Madrid,28053,21.5,ENTREGADO,REP-023,EMPRESA,9.77
RPX-2024-000318,2024-04-10 10:30:35,2024-04-11 03:05:35,Madrid,28026,15.48,ENTREGADO,REP-019,EMPRESA,7.07
RPX-2024-000471,2024-09-24 10:58:28,2024-09-24 17:15:28,Barcelona,08042,21.69,ENTREGADO,REP-121,EMPRESA,17.14
RPX-2024-009504,2024-07-30 11:25:05,2024-07-30 21:02:05,Sevilla,41020,2.63,ENTREGADO,REP-174,PARTICULAR,9.29
RPX-2024-003861,2024-09-27 11:26:29,2024-09-27 21:53:29,Valencia,46013,20.69,ENTREGADO,REP-116,PARTICULAR,6.99
RPX-2024-011428,2024-10-10 13:20:33,2024-10-10 18:38:33,Madrid,28046,22.29,ENTREGADO,REP-241,PARTICULAR,3.83
RPX-2024-001292,2024-10-26 11:16:30,2024-10-27 07:45:30,Sevilla,41005,10.97,ENTREGADO,REP-197,PARTICULAR,11.55
RPX-2024-002059,2024-07-12 17:42:59,2024-07-13 08:18:59,Bilbao,48010,8.8,ENTREGADO,REP-146,PARTICULAR,9.06
RPX-2024-007511,2024-11-04 12:43:48,,barcelona,08025,3.78,DEVUELTO,REP-053,EMPRESA,14.15
RPX-2024-009388,2024-01-20 17:58:50,2024-01-22 06:18:50,Barcelona,08003,13.32,ENTREGADO,REP-114,PARTICULAR,16.27
RPX-2024-011862,11/05/2024 11:34:23,2024-05-11 20:52:23,bilbao,48007,14.98,ENTREGADO,REP-081,PARTICULAR,10.24
RPX-2024-003366,2024-10-17 17:15:04,2024-10-18 05:47:04,Madrid,28017,3.34,ENTREGADO,REP-155,PARTICULAR,8.56
RPX-2024-006233,09/03/2024 12:19:26,2024-03-10 20:37:26,Barcelona,08014,23.42,ENTREGADO,REP-168,EMPRESA,10.78
RPX-2024-012446,2024-11-28 12:50:26,2024-11-29 01:42:26,Barcelona,08015,14.95,ENTREGADO,REP-011,PARTICULAR,15.73
RPX-2024-008771,2024-10-25 18:51:50,2024-10-26 07:21:50,Madrid,28003,3.47,ENTREGADO,REP-151,PARTICULAR,11.73
RPX-2024-010687,2024-12-23 09:21:24,2024-12-24 15:09:24,Madrid,28030,11.47,ENTREGADO,REP-091,PARTICULAR,6.44
RPX-2024-003457,2024-05-08 14:46:37,2024-05-09 15:13:37,Madrid,28031,22.8,ENTREGADO,REP-177,PARTICULAR,15.27
RPX-2024-003231,2024-11-12 11:13:47,2024-11-13 17:39:47,Madrid,28050,,ENTREGADO,REP-170,PARTICULAR,12.85
RPX-2024-002354,2024-10-04 14:23:32,2024-10-05 11:54:32,Barcelona,08009,10.33,ENTREGADO,REP-178,EMPRESA,9.55
RPX-2024-009602,2024-07-21 09:20:37,2024-07-22 21:45:37,Barcelona,08015,6.99,ENTREGADO,REP-105,EMPRESA,14.9
RPX-2024-001637,21/05/2024 13:20:47,2024-05-21 22:17:47,Valencia,46004,11.34,ENTREGADO,REP-035,PARTICULAR,15.2
RPX-2024-000841,31/07/2024 11:17:18,2024-08-01 10:40:18,Sevilla,41014,15.69,ENTREGADO,REP-139,PARTICULAR,7.19
RPX-2024-008730,2024-04-16 10:07:15,2024-04-17 20:56:15,Madrid,28043,17.78,ENTREGADO,REP-211,PARTICULAR,13.76
RPX-2024-000188,2024-12-12 14:38:41,2024-12-13 21:25:41,Madrid,28029,12.21,ENTREGADO,REP-015,PARTICULAR,8.92
RPX-2024-002653,2024-01-17 08:22:59,2024-01-18 20:16:59,Sevilla,41017,12.49,ENTREGADO,REP-151,PARTICULAR,7.52
RPX-2024-013661,2024-07-11 09:51:21,,Sevilla,41001,20.91,INCIDENCIA,REP-174,PARTICULAR,9.09
RPX-2024-011221,2024-08-08 13:55:22,2024-08-09 23:21:22,Madrid,28025,0.4,ENTREGADO,REP-036,PARTICULAR,17.44
RPX-2024-011562,2024-07-04 18:22:32,2024-07-04 23:52:32,Barcelona,08036,5.86,ENTREGADO,REP-111,EMPRESA,15.39
RPX-2024-009194,2024-07-04 14:35:05,2024-07-05 00:37:05,madrid,28022,0.72,ENTREGADO,REP-059,PARTICULAR,14.12
RPX-2024-013048,2024-10-29 12:10:11,2024-10-30 23:09:11,Barcelona,08042,9.66,ENTREGADO,REP-104,PARTICULAR,14.63
RPX-2024-013041,2024-07-02 15:32:26,2024-07-02 19:37:26,Madrid,28010,"2,81",ENTREGADO,REP-082,EMPRESA,8.35
RPX-2024-012492,2024-12-23 09:41:58,2024-12-23 20:47:58,Barcelona,08029,21.73,ENTREGADO,REP-147,PARTICULAR,4.25
RPX-2024-012017,2024-01-30 10:34:26,2024-01-31 00:22:26,  Madrid  ,28053,16.55,ENTREGADO,REP-031,PARTICULAR,15.91
RPX-2024-002906,2024-03-23 09:06:57,2024-03-24 09:29:57,Madrid,28025,5.29,ENTREGADO,REP-188,EMPRESA,11.29
RPX-2024-008872,2024-07-25 09:29:34,2024-07-26 00:54:34,Valencia,46024,0.66,ENTREGADO,REP-146,PARTICULAR,8.48
RPX-2024-009856,2024-12-02 17:24:35,2024-12-03 04:52:35,Valencia,46025,16.11,ENTREGADO,REP-180,PARTICULAR,5.2
RPX-2024-000630,2024-07-01 17:34:45,2024-07-02 11:16:45,Sevilla,41004,22.46,ENTREGADO,REP-047,PARTICULAR,12.19
RPX-2024-014873,2024-01-19 13:44:15,2024-01-19 21:57:15,SEVILLA,41020,20.86,ENTREGADO,REP-224,EMPRESA,9.87
RPX-2024-010609,2024-08-07 09:09:14,2024-08-08 04:36:14,Madrid,28011,10.34,ENTREGADO,REP-139,PARTICULAR,5.84
RPX-2024-003924,2024-11-09 16:47:30,2024-11-09 20:54:30,Sevilla,41017,14.12,ENTREGADO,REP-177,PARTICULAR,14.86
RPX-2024-004293,2024-04-24 17:00:46,2024-04-25 22:42:46,Valencia,46021,15.84,ENTREGADO,REP-183,PARTICULAR,14.3
RPX-2024-010127,2024-11-12 15:15:07,2024-11-13 07:34:07,Valencia,46021,19.47,ENTREGADO,REP-160,EMPRESA,12.82
RPX-2024-011344,26/07/2024 16:34:08,2024-07-28 00:51:08,Sevilla,41006,20.23,ENTREGADO,REP-250,EMPRESA,17.22
RPX-2024-008432,2024-06-03 16:00:29,2024-06-04 13:46:29,  Bilbao  ,48004,10.5,ENTREGADO,REP-225,PARTICULAR,15.5
RPX-2024-002295,16/11/2024 17:26:48,2024-11-17 15:14:48,Madrid,28020,24.04,ENTREGADO,REP-110,EMPRESA,14.33
RPX-2024-009574,2024-10-30 13:56:48,2024-11-01 00:28:48,Barcelona,08039,15.45,ENTREGADO,REP-227,EMPRESA,13.1
RPX-2024-012936,2024-07-06 15:08:51,2024-07-08 00:06:51,Madrid,28019,2.93,ENTREGADO,REP-237,EMPRESA,17.68
RPX-2024-010767,2024-04-03 18:06:56,2024-04-05 05:46:56,Madrid,28002,1.14,ENTREGADO,REP-159,PARTICULAR,4.99
RPX-2024-006190,2024-12-25 10:07:49,2024-12-26 20:39:49,Bilbao,48001,,ENTREGADO,REP-120,PARTICULAR,7.71
RPX-2024-004567,2024-10-14 10:48:54,2024-10-15 12:59:54,  Madrid  ,28028,4.93,ENTREGADO,REP-156,EMPRESA,17.65
RPX-2024-004582,22/11/2024 09:36:34,2024-11-23 09:55:34,BARCELONA,08014,23.07,ENTREGADO,REP-141,PARTICULAR,6.25
RPX-2024-003371,2024-06-18 16:10:04,2024-06-19 15:50:04,Barcelona,08005,3.97,ENTREGADO,REP-082,EMPRESA,10.91
RPX-2024-008603,2024-05-01 15:19:42,,Sevilla,41019,7.63,DEVUELTO,REP-080,PARTICULAR,5.74
RPX-2024-001607,2024-10-01 14:27:48,2024-10-02 10:46:48,Madrid,28053,9.67,ENTREGADO,REP-168,PARTICULAR,16.19
RPX-2024-000640,2024-05-29 12:38:06,2024-05-30 16:49:06,Sevilla,41006,8.76,ENTREGADO,REP-137,EMPRESA,17.54
RPX-2024-008755,2024-06-05 13:51:02,2024-06-06 05:24:02,Barcelona,08001,3.01,ENTREGADO,REP-150,EMPRESA,8.32
RPX-2024-001196,2024-07-19 11:13:48,2024-07-20 07:50:48,Sevilla,41007,8.01,ENTREGADO,REP-057,EMPRESA,9.22
RPX-2024-014345,2024-08-19 08:30:00,2024-08-20 11:40:00,Madrid,28030,21.57,ENTREGADO,REP-034,PARTICULAR,11.52
RPX-2024-007026,2024-12-12 10:36:32,2024-12-13 08:45:32,Madrid,28050,,ENTREGADO,REP-044,PARTICULAR,15.82
RPX-2024-003089,12/09/2024 13:20:34,2024-09-13 14:06:34,Barcelona,08025,0.46,ENTREGADO,REP-192,EMPRESA,14.51
RPX-2024-002213,2024-11-08 18:36:50,2024-11-10 02:21:50,Sevilla,41015,19.78,ENTREGADO,REP-067,PARTICULAR,16.29
RPX-2024-004666,2024-11-04 18:54:52,2024-11-05 04:47:52,Madrid,28023,24.38,ENTREGADO,REP-002,PARTICULAR,12.92
RPX-2024-003132,2024-11-23 11:47:58,2024-11-23 16:07:58,Valencia,46011,23.6,ENTREGADO,REP-114,EMPRESA,13.2
RPX-2024-010525,2024-01-12 17:18:58,2024-01-12 21:56:58,Barcelona,08028,15.78,ENTREGADO,REP-046,PARTICULAR,13.07
RPX-2024-008047,2024-04-17 15:03:51,2024-04-18 19:46:51,Bilbao,48012,23.31,ENTREGADO,REP-184,PARTICULAR,10.45
RPX-2024-006573,2024-12-20 09:35:42,2024-12-21 13:34:42,Valencia,46010,21.77,ENTREGADO,REP-148,PARTICULAR,3.72
RPX-2024-012443,2024-11-21 15:35:53,2024-11-22 12:50:53,Barcelona,08010,14.99,ENTREGADO,REP-240,PARTICULAR,3.73
RPX-2024-008237,2024-02-26 11:32:36,2024-02-27 02:12:36,Madrid,28019,9.43,ENTREGADO,REP-065,EMPRESA,6.32
RPX-2024-010196,2024-04-13 10:01:27,2024-04-13 15:32:27,Madrid,28044,7.84,ENTREGADO,REP-158,PARTICULAR,14.15
RPX-2024-004608,2024-11-22 17:34:40,2024-11-23 05:32:40,Madrid,28051,12.13,ENTREGADO,REP-034,PARTICULAR,4.66
RPX-2024-002465,2024-05-28 12:34:28,2024-05-29 14:37:28,Sevilla,41006,21.34,ENTREGADO,REP-069,EMPRESA,13.26
RPX-2024-000658,2024-01-04 08:11:02,2024-01-05 01:29:02,Madrid,28043,11.91,ENTREGADO,REP-048,EMPRESA,4.96
RPX-2024-005577,2024-05-08 17:22:59,2024-05-10 04:40:59,Madrid,28038,4.81,ENTREGADO,REP-150,PARTICULAR,14.06
RPX-2024-008851,2024-12-20 09:17:47,2024-12-21 17:44:47,Barcelona,08026,12.92,ENTREGADO,REP-201,PARTICULAR,10.52
RPX-2024-008713,2024-09-27 12:56:00,2024-09-27 19:28:00,Barcelona,08035,21.42,ENTREGADO,REP-939,EMPRESA,6.05
RPX-2024-010949,2024-12-20 18:05:38,2024-12-22 05:45:38,Madrid,28012,13.72,ENTREGADO,REP-122,PARTICULAR,15.21
RPX-2024-002200,06/06/2024 09:16:51,2024-06-07 15:27:51,Madrid,28020,14.49,ENTREGADO,REP-148,PARTICULAR,16.78
RPX-2024-014359,2024-11-06 17:26:07,2024-11-07 02:36:07,valencia,46022,2.7,ENTREGADO,REP-063,PARTICULAR,8.91
RPX-2024-000200,2024-01-15 18:37:37,2024-01-16 11:09:37,Bilbao,48002,3.17,ENTREGADO,REP-106,PARTICULAR,11.18
RPX-2024-000509,2024-04-08 10:54:44,2024-04-08 18:53:44,  Sevilla  ,41020,23.67,ENTREGADO,REP-194,EMPRESA,17.46
RPX-2024-009320,2024-08-23 10:42:39,,Madrid,28002,15.63,INCIDENCIA,REP-178,PARTICULAR,12.89
RPX-2024-003171,2024-08-14 10:45:39,2024-08-15 21:26:39,Sevilla,41003,8.97,ENTREGADO,REP-102,EMPRESA,9.63
RPX-2024-014871,2024-08-19 08:57:06,2024-08-19 23:39:06,Barcelona,08023,15.69,ENTREGADO,REP-077,EMPRESA,15.34
RPX-2024-010502,2024-08-12 13:52:31,2024-08-13 03:01:31,sevilla,41009,12.65,ENTREGADO,REP-174,PARTICULAR,12.85
RPX-2024-007664,2024-03-11 08:55:12,2024-03-11 22:47:12,Barcelona,08030,20.1,ENTREGADO,REP-096,EMPRESA,12.17
RPX-2024-007827,2024-02-07 15:17:17,2024-02-08 06:31:17,Barcelona,08019,15.76,ENTREGADO,REP-243,PARTICULAR,4.73
RPX-2024-002463,2024-01-22 08:51:15,2024-01-23 21:39:15,Barcelona,8004,18.38,ENTREGADO,REP-112,EMPRESA,13.72
RPX-2024-009439,2024-10-06 12:10:31,2024-10-07 19:24:31,Madrid,28040,18.15,ENTREGADO,REP-183,PARTICULAR,3.55
RPX-2024-001577,2024-09-20 14:46:08,2024-09-20 19:46:08,Madrid,28024,8.61,ENTREGADO,REP-016,PARTICULAR,8.04
RPX-2024-006660,2024-07-10 08:19:57,2024-07-11 06:57:57,Madrid,28029,22.7,ENTREGADO,REP-080,PARTICULAR,5.08
RPX-2024-012264,2024-11-19 08:51:40,2024-11-20 13:08:40,Barcelona,08005,23.59,ENTREGADO,REP-170,PARTICULAR,9.75
RPX-2024-013905,2024-09-02 18:25:44,,Valencia,46025,10.1,DEVUELTO,REP-080,PARTICULAR,9.05
RPX-2024-011848,2024-06-08 16:08:46,,Madrid,28039,23.04,INCIDENCIA,REP-178,PARTICULAR,5.65
RPX-2024-011729,04/12/2024 12:55:06,2024-12-05 13:12:06,Barcelona,08001,7.66,ENTREGADO,REP-082,EMPRESA,3.82
RPX-2024-008123,2024-01-26 12:16:02,,Sevilla,41007,"10,44",INCIDENCIA,REP-176,EMPRESA,11.75
RPX-2024-008614,27/05/2024 09:35:12,2024-05-28 06:28:12,Barcelona,08026,1.82,ENTREGADO,REP-115,EMPRESA,5.68
RPX-2024-004523,2024-09-09 12:40:42,2024-09-10 04:18:42,Valencia,46010,2.18,ENTREGADO,REP-086,EMPRESA,8.75
RPX-2024-000802,2024-09-29 16:51:03,2024-09-30 17:08:03,Barcelona,8034,5.04,ENTREGADO,REP-085,PARTICULAR,16.71
RPX-2024-005358,2024-12-19 09:53:01,2024-12-20 20:07:01,Sevilla,41006,11.19,ENTREGADO,REP-083,EMPRESA,9.83
RPX-2024-001701,2024-02-27 14:30:41,2024-02-28 20:00:41,Barcelona,08014,17.58,ENTREGADO,REP-239,EMPRESA,5.24
RPX-2024-006119,2024-11-27 16:01:41,2024-11-28 06:37:41,Madrid,28010,12.1,ENTREGADO,REP-903,EMPRESA,14.32
RPX-2024-004025,2024-08-27 14:18:52,2024-08-27 23:23:52,BARCELONA,08014,8.13,ENTREGADO,REP-082,EMPRESA,13.76
RPX-2024-008735,2024-01-24 12:48:16,2024-01-25 00:48:16,Madrid,28051,21.11,ENTREGADO,REP-015,PARTICULAR,15.04
RPX-2024-000017,2024-05-30 11:19:13,2024-05-31 11:26:13,Valencia,46025,0.39,ENTREGADO,REP-098,EMPRESA,6.05
RPX-2024-004243,2024-06-14 17:29:59,2024-06-15 13:35:59,Barcelona,08006,17.32,ENTREGADO,REP-204,PARTICULAR,15.57
